Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Keith Owens,Magic,47.22,299.68,13.27,1.58,3.48,45.43,1118
Kevin Lynch,Magic,55.96,1812.16,29.79,10.68,20.12,53.11,2918
Isaiah Rider,Magic,52.64,337.2,16.24,1.94,3.96,49.02,1034
Anthony Peeler,Magic,66.67,6.0,7.03,0.42,0.8,52.23,27
Pooh Richardson,Magic,47.69,700.36,17.0,6.05,13.14,46.08,2580
Elmer Bennett,Magic,45.17,373.04,18.69,2.85,6.99,40.74,1372
Milos Babic,76ers,42.7,860.68,19.44,4.36,10.21,42.7,2217
Eric Leckner,76ers,47.01,608.36,24.25,3.96,8.57,46.25,1239
Bison Dele,76ers,47.7,822.84,22.16,4.45,9.21,48.35,1771
Roy Tarpley,76ers,54.3,1723.68,31.5,10.27,19.32,53.17,2632
Buck Williams,76ers,46.57,1440.92,24.76,7.08,15.87,44.61,2841
James Worthy,76ers,53.03,955.12,20.51,6.32,12.12,52.15,2203
Tony Massenburg,76ers,47.79,431.04,18.87,2.6,5.74,45.19,1190
Malik Sealy,76ers,49.83,142.48,16.34,2.21,4.61,47.8,514
Cedric Ceballos,76ers,56.66,833.04,19.93,5.69,10.67,53.31,2160
Reggie Lewis,76ers,51.18,560.72,18.56,4.45,9.18,48.46,1539
Bimbo Coles,76ers,50.97,633.72,16.58,5.41,10.57,51.19,2115
Darrell Armstrong,76ers,49.67,777.16,15.09,6.95,13.68,50.82,2919
Myron Brown,76ers,53.19,1.88,13.85,1.74,3.27,53.21,9
Greg Butler,Raptors,44.89,101.36,18.44,1.76,4.52,38.95,272
Gary Leonard,Raptors,45.79,417.08,19.59,3.24,7.11,45.56,1033
Bill Cartwright,Raptors,46.28,423.48,15.78,3.21,7.6,42.27,1452
Nigel Gottlieb,Raptors,42.63,240.44,22.25,3.64,8.37,43.41,527
Chris Webber,Raptors,48.74,1073.0,22.01,6.68,14.54,45.98,2579
Marlon Maxey,Raptors,50.53,733.28,25.91,4.01,8.38,47.84,1397
Marcelo Nicola,Raptors,46.54,270.76,12.55,1.99,4.4,45.11,1117
Dominique Wilkins,Raptors,49.18,308.04,14.94,3.18,6.69,47.48,1065
Calbert Cheaney,Raptors,51.47,398.32,15.61,3.59,7.48,47.93,1288
Hubert Davis,Raptors,57.47,90.48,9.76,1.76,3.61,48.69,470
Sam Mitchell,Raptors,50.5,212.88,13.79,2.04,4.34,47.05,899
Curtis Blair,Raptors,48.24,117.12,14.35,1.8,4.07,44.15,539
Terry Dehere,Raptors,52.35,451.8,19.1,3.07,7.43,41.35,1495
Sam Bowie,Hawks,47.77,928.32,25.06,7.2,16.2,44.45,1900
Scott Williams,Hawks,52.95,501.44,15.05,3.27,6.32,51.78,1600
Wayman Tisdale,Hawks,48.66,1068.72,24.61,6.32,14.4,43.89,2290
Anthony Mason,Hawks,46.83,164.44,16.85,2.15,4.7,45.77,467
Dino Radja,Hawks,45.87,655.12,19.67,3.35,7.62,44.0,1602
Chuck Person,Hawks,48.62,646.84,24.96,3.8,9.36,40.57,1423
George Lynch,Hawks,48.51,511.24,11.78,2.79,5.98,46.72,2084
Allan Houston,Hawks,48.75,615.4,15.36,3.44,7.47,46.04,1900
Harold Miner,Hawks,56.58,898.76,17.87,5.65,10.47,53.96,2410
Mahmoud Abdul-Rauf,Hawks,50.38,1259.52,21.64,9.3,17.89,52.0,2936
Rod Strickland,Hawks,51.04,465.32,22.09,3.33,6.54,50.99,1056
Winston Garland,Hawks,55.08,20.88,20.24,1.5,2.57,58.2,37
Rik Smits,Hornets,48.02,1356.76,23.82,7.4,15.41,48.05,2632
Ervin Johnson,Hornets,47.32,481.8,18.14,2.69,5.71,47.05,1248
Danny Ferry,Hornets,48.91,702.28,15.42,4.22,9.72,43.44,2345
Byron Houston,Hornets,35.76,34.96,10.05,1.18,3.1,38.04,142
Walt Williams,Hornets,51.17,1245.76,22.87,7.43,16.31,45.56,2703
Kornél Dávid,Hornets,60.09,147.28,7.07,1.07,2.18,48.8,975
Richard Dumas,Hornets,54.41,102.0,10.97,1.95,4.0,48.74,490
Lionel Simmons,Hornets,40.22,62.16,13.6,0.75,1.88,39.89,238
Sasha Danilovic,Hornets,55.83,1508.92,26.29,9.63,19.41,49.6,2808
Rex Walters,Hornets,72.33,26.96,14.6,2.65,4.17,63.48,82
Rumeal Robinson,Hornets,45.03,461.96,21.76,3.58,7.82,45.75,1130
Tony Bennett,Hornets,53.97,69.48,16.92,3.68,6.74,54.66,142
Sam Cassell,Hornets,49.19,911.84,19.66,6.43,14.02,45.89,2511
Randy Brown,Hornets,49.28,423.12,17.11,2.64,5.94,44.37,1244
Joe Barry Carroll,Bulls,46.23,854.48,16.48,5.12,11.31,45.24,2569
Kevin Thompson,Bulls,45.01,58.88,8.14,0.63,1.31,48.31,342
Mark Buford,Bulls,30.0,10.0,5.87,0.65,1.5,43.17,43
Greg Cadillac Anderson,Bulls,51.87,1384.28,24.01,8.21,15.63,52.52,2680
John Salley,Bulls,48.83,909.24,16.07,5.05,11.03,45.77,2822
Alec Kessler,Bulls,48.81,1308.08,27.74,6.93,14.63,47.34,2230
Josh Grant,Bulls,42.9,292.52,10.64,1.72,4.24,40.63,1399
Leonard White,Bulls,44.75,264.8,23.5,1.6,3.9,40.92,633
Todd Lichti,Bulls,54.71,42.04,16.16,2.26,4.26,53.03,122
Shelton Jones,Bulls,54.18,805.6,21.03,5.56,10.57,52.61,1961
Isiah Thomas,Bulls,53.4,1293.08,19.85,8.78,17.52,50.09,3289
Eric Murdock,Bulls,55.08,1558.72,30.25,11.05,22.5,49.11,2618
Hakeem Olajuwon,Cavaliers,51.36,1721.12,31.08,10.16,20.53,49.51,2743
Patrick Ewing,Cavaliers,48.6,1615.16,29.67,8.65,19.4,44.58,2769
Bill Wennington,Cavaliers,46.31,436.16,19.32,2.76,5.96,46.35,1094
Sean Rooks,Cavaliers,56.97,130.76,16.36,2.51,4.88,51.49,367
Marcus Webb,Cavaliers,53.49,17.76,21.91,1.63,3.42,47.74,28
Dale Davis,Cavaliers,41.44,550.2,17.98,2.67,6.25,42.78,1552
Grant Long,Cavaliers,52.41,378.72,19.25,3.01,6.13,49.18,1001
Ken Barlow,Cavaliers,49.93,993.44,20.93,5.21,11.05,47.13,2298
Dee Brown,Cavaliers,50.13,471.8,16.75,3.17,6.48,48.96,1460
Calvin Duncan,Cavaliers,52.48,727.84,13.98,4.18,8.29,50.46,2521
John Stockton,Cavaliers,49.99,593.16,12.07,6.53,12.23,53.43,2955
Kelvin Ransey,Cavaliers,40.67,191.8,12.92,1.81,4.31,42.03,965
Gheorghe Muresan,Pistons,49.58,783.52,18.08,4.8,9.82,48.9,2175
Felton Spencer,Pistons,44.18,710.72,17.85,3.98,9.15,43.48,1974
William Bedford,Pistons,50.24,378.2,18.17,3.22,6.62,48.68,1070
Anthony Avent,Pistons,47.54,1094.8,27.8,5.72,12.39,46.21,1890
Charles Oakley,Pistons,45.62,27.4,18.36,0.81,2.15,37.81,100
Terry Mills,Pistons,55.66,832.72,22.77,5.54,11.33,48.93,1751
Jamal Mashburn,Pistons,48.94,603.76,21.08,4.37,10.45,41.88,1502
Dan Majerle,Pistons,56.12,535.44,13.05,3.47,6.78,51.13,1916
Sarunas Marciulionis,Pistons,52.53,333.12,20.43,3.51,7.85,44.74,861
Latrell Sprewell,Pistons,56.12,698.52,18.29,4.91,9.32,52.68,1884
Tim Hardaway,Pistons,55.14,1030.08,19.5,8.24,16.28,50.64,2897
Brent Price,Pistons,52.38,400.92,19.71,3.1,6.2,49.99,1103
David Robinson,Pacers,54.19,1908.24,31.93,11.33,21.28,53.22,2951
Chris Dudley,Pacers,39.55,271.8,15.2,1.49,3.64,40.87,882
Mark Alarie,Pacers,51.3,1147.2,20.49,7.63,14.87,51.29,2699
Loy Vaught,Pacers,49.17,1477.48,26.09,8.36,16.25,51.45,2649
Orlando Woolridge,Pacers,54.02,203.64,19.17,2.2,4.22,52.24,497
Hot Rod Williams,Pacers,53.16,745.8,20.58,5.33,9.78,54.46,1765
Mark McNamara,Pacers,44.22,41.84,17.59,1.01,2.48,40.78,93
Shaun Vandiver,Pacers,46.14,83.44,16.24,1.17,2.43,48.08,226
Larry Smith,Pacers,40.62,27.08,15.99,1.36,3.42,39.8,85
Mark Macon,Pacers,51.74,834.88,15.0,5.23,10.86,48.17,2886
Ron Harper,Pacers,52.82,441.16,15.66,4.1,8.6,47.73,1757
Phil Henderson,Pacers,51.82,31.84,14.55,1.82,3.7,49.07,90
Bryon Wilson,Pacers,81.25,8.0,11.82,0.63,1.13,55.95,48
Mark Jackson,Pacers,46.9,420.0,12.9,5.96,11.53,51.66,1983
Stan Kimbrough,Pacers,49.75,207.04,13.25,1.95,4.15,46.98,1116
Steve Stipanovich,Bucks,49.54,890.16,19.7,6.25,12.78,48.93,2239
Steve Johnson,Bucks,46.11,568.2,14.76,3.22,7.46,43.19,1963
Shawn Bradley,Bucks,44.67,463.4,10.15,2.79,6.45,43.31,2368
Evers Burns,Bucks,35.94,12.52,9.9,0.36,1.06,33.8,71
Chris Morris,Bucks,54.01,648.04,17.88,4.42,9.89,44.72,1819
Toni Kukoc,Bucks,51.43,617.4,16.49,4.2,9.17,45.77,1894
Doug Edwards,Bucks,46.57,360.72,15.46,3.12,6.74,46.33,1064
Kevin Gamble,Bucks,47.09,156.08,16.29,2.41,5.59,43.07,528
Kendall Gill,Bucks,59.31,1861.32,29.53,11.69,21.36,54.72,2877
Steve Smith,Bucks,55.67,1512.56,26.92,8.81,17.47,50.43,2641
Quintin Dailey,Bucks,47.84,384.64,18.11,2.54,5.44,46.76,1045
Mookie Blaylock,Bucks,49.85,1143.4,22.95,9.35,18.69,50.02,2574
Chris Corchiani,Bucks,45.01,48.88,15.44,1.1,2.28,48.31,150
Brad Daugherty,Bullets,46.79,779.0,27.65,8.58,17.88,47.98,1309
Isaac Austin,Bullets,48.17,690.28,16.05,3.87,7.94,48.71,2097
Spencer Dunkley,Bullets,41.24,229.12,21.14,1.68,3.93,42.8,530
Popeye Jones,Bullets,48.43,931.28,17.92,5.35,11.41,46.85,2722
Tyrone Hill,Bullets,25.88,19.32,6.01,0.21,0.77,27.72,132
Brett Roberts,Bullets,50.08,117.8,15.01,0.81,1.58,51.33,441
Stacey Augmon,Bullets,48.13,1049.28,19.53,6.02,13.41,44.89,2773
Cliff Robinson,Bullets,48.23,473.76,14.15,2.77,6.37,43.56,1846
Mitch Richmond,Bullets,55.48,1444.64,26.32,8.7,17.84,48.76,2822
Todd Day,Bullets,49.1,447.04,19.99,2.36,5.15,45.85,1113
Kenny Anderson,Bullets,52.78,1215.52,21.13,8.86,17.78,49.82,3126
Nate McMillan,Bullets,51.53,271.68,18.55,2.23,4.34,51.51,846
Elden Campbell,Mavericks,51.96,1197.08,21.13,7.09,13.5,52.56,2618
Geert Hammink,Mavericks,42.76,326.24,12.94,1.7,4.17,40.67,1248
Randy Breuer,Mavericks,45.46,285.96,16.53,2.39,5.81,41.13,890
Anthony Teachey,Mavericks,52.08,14.4,26.78,2.3,4.02,57.26,33
Brian Rowsom,Mavericks,49.91,178.32,11.91,1.92,4.02,47.78,787
Michael Cage,Mavericks,47.98,643.96,13.33,3.61,8.08,44.66,2409
Sam Perkins,Mavericks,54.53,1626.64,27.39,10.05,19.59,51.3,2841
Bryan Buckner,Mavericks,51.48,372.96,17.94,2.35,4.83,48.76,997
Aaron Williams,Mavericks,45.81,7.64,11.74,1.94,3.49,55.71,30
Jim Jackson,Mavericks,57.74,1707.64,27.72,10.31,21.34,48.33,3097
Dennis Hopson,Mavericks,44.57,197.44,14.31,1.22,2.83,42.95,680
Bobby Phills,Mavericks,59.67,31.84,23.03,4.33,8.5,50.99,70
Johnny Dawkins,Mavericks,48.55,1089.6,18.08,8.77,17.02,51.54,3153
Terrell Brandon,Mavericks,49.56,332.96,18.64,2.53,4.88,51.84,902
Stacey King,Nuggets,47.37,860.24,20.69,4.62,10.67,43.27,2101
Tim McCormick,Nuggets,48.59,205.8,20.57,3.01,6.25,48.18,497
Dave Feitl,Nuggets,45.06,752.36,29.58,5.91,13.47,43.87,1195
Reggie Smith,Nuggets,44.01,381.76,26.27,3.49,8.32,41.91,708
Vin Baker,Nuggets,46.11,1116.88,23.98,5.66,12.48,45.39,2170
Chris Mullin,Nuggets,52.76,900.32,19.65,5.2,11.72,44.34,2343
Bruce Bowen,Nuggets,40.85,253.36,10.73,1.22,3.25,37.63,1197
Joe Dumars,Nuggets,51.18,800.12,14.65,4.68,9.94,47.03,2670
Aleksandar Dordevic,Nuggets,48.21,285.24,17.55,2.6,6.49,39.99,968
Alphonso Ford,Nuggets,49.86,138.4,26.92,3.67,7.81,47.04,247
Terry Porter,Nuggets,50.18,1082.16,22.34,7.61,16.74,45.46,2652
Keith Smart,Nuggets,43.52,564.08,22.87,3.81,9.23,41.31,1406
George Ackles,Rockets,42.31,404.16,17.06,2.14,5.29,40.51,1174
Otis Thorpe,Rockets,48.12,730.4,16.71,4.45,10.75,41.45,2437
Bill Laimbeer,Rockets,42.84,142.4,16.18,1.63,3.67,44.32,449
Horace Grant,Rockets,45.93,784.92,16.21,4.64,9.99,46.48,2293
Greg Foster,Rockets,45.91,410.56,13.21,2.82,6.25,45.06,1526
Clark Kellogg,Rockets,52.06,1029.52,21.29,7.4,14.27,51.85,2279
Reggie Williams,Rockets,51.38,354.2,14.46,2.28,4.92,46.26,1272
Mark Bryant,Rockets,44.51,558.28,16.92,2.78,6.32,43.98,1570
Michael Jordan,Rockets,59.05,1835.76,33.86,13.91,26.27,52.95,2592
Kenny Smith,Rockets,52.21,1412.48,22.66,10.89,20.43,53.31,3140
Steve Kerr,Rockets,54.42,338.08,19.05,2.36,4.97,47.47,967
Vlade Divac,Timberwolves,48.73,731.52,16.56,5.78,11.48,50.35,2182
Steve Scheffler,Timberwolves,52.41,794.76,24.52,5.78,10.87,53.17,1499
Luther Wright,Timberwolves,20.0,5.0,5.92,0.19,0.56,34.53,23
Derrick Coleman,Timberwolves,50.51,563.24,23.37,7.38,15.72,46.94,1221
Clarence Weatherspoon,Timberwolves,50.4,763.92,19.29,4.6,9.59,47.96,1952
Frank Kornet,Timberwolves,55.35,1558.2,28.41,8.95,16.39,54.58,2520
Bo Outlaw,Timberwolves,47.02,612.52,22.4,4.41,9.25,47.71,1299
LaPhonso Ellis,Timberwolves,49.49,283.92,15.57,2.27,4.75,47.73,898
Nick Anderson,Timberwolves,44.21,255.6,15.35,2.88,7.61,37.9,844
Brian Davis,Timberwolves,53.81,436.76,20.13,3.17,6.47,49.08,1036
Caleb Bogues,Timberwolves,55.48,497.48,12.13,3.76,8.33,45.16,2355
Mitchell Butler,Timberwolves,35.71,21.0,8.59,0.63,2.32,27.05,109
Mark Price,Timberwolves,55.54,853.4,17.49,6.92,14.3,48.38,2643
Lindsey Hunter,Timberwolves,50.53,357.24,19.74,3.67,7.85,46.8,1061
Randy Woods,Timberwolves,52.41,349.16,16.55,4.13,8.14,50.75,1242
Shaquille O'Neal,Suns,51.54,1598.84,26.36,9.03,18.44,48.96,2902
Jose Vargas,Suns,47.09,103.0,17.17,1.41,3.13,45.16,304
John Shasky,Suns,45.2,190.28,11.35,1.71,3.77,45.27,785
Charles Smith,Suns,54.88,1773.96,29.21,11.36,21.15,53.71,2924
LeRon Ellis,Suns,49.49,561.72,13.25,3.62,7.8,46.43,2140
Kenny Gattison,Suns,40.75,409.8,16.1,2.34,5.96,39.23,1329
Dennis Scott,Suns,56.49,622.24,17.63,3.86,8.01,48.25,1730
Glen Rice,Suns,61.17,122.6,10.83,1.23,2.42,50.79,564
Sean Elliott,Suns,55.2,1514.4,22.91,8.74,17.46,50.07,3134
Jon Sundvold,Suns,50.69,380.72,16.1,5.67,11.73,48.3,1384
Craig Hodges,Suns,49.88,817.04,20.29,6.4,13.77,46.51,2276
Gary Grant,Suns,49.61,143.12,17.7,4.35,8.44,51.49,434
Jarrett Wedge,Suns,47.23,407.6,15.35,3.54,7.1,49.9,1476
Victor Alexander,Spurs,45.9,521.76,15.46,3.55,7.7,46.1,1627
Alton Lister,Spurs,46.02,589.96,15.5,3.18,7.85,40.54,1982
Jessie Samake,Spurs,49.02,270.32,10.19,1.81,4.35,41.53,1433
Melvin Turpin,Spurs,47.46,1108.2,21.23,6.44,13.84,46.54,2649
John Turner,Spurs,44.99,118.92,17.59,1.99,4.93,40.46,381
Jerome Lane,Spurs,53.02,1708.76,29.2,10.88,21.41,50.81,2846
Tom Gugliotta,Spurs,50.66,898.2,22.27,5.26,11.0,47.82,1990
Pete Chilcutt,Spurs,48.05,428.68,16.52,2.65,5.4,49.13,1211
Landon Mihalik,Spurs,44.83,353.52,17.02,2.5,5.74,43.54,1128
Hersey Hawkins,Spurs,55.18,1555.72,23.0,8.58,17.5,49.05,3223
Terrance Bailey,Spurs,46.81,111.08,10.08,0.63,1.64,38.0,559
Byron Dinkins,Spurs,54.07,39.76,10.72,1.26,2.31,54.38,151
B.J. Armstrong,Spurs,49.58,359.0,16.87,2.77,5.84,47.35,1225
Scott Skiles,Spurs,53.88,745.2,15.46,6.95,13.35,52.07,2711
Arvydas Sabonis,Jazz,46.44,654.56,18.99,3.93,8.66,45.4,1790
Luc Longley,Jazz,49.33,1264.92,24.6,7.06,14.41,49.01,2465
Antonio Davis,Jazz,46.97,978.28,18.56,5.38,11.1,48.47,2500
Jayson Williams,Jazz,46.39,519.56,20.48,5.35,11.58,46.22,1220
Kenny Williams,Jazz,50.36,330.6,14.65,1.73,3.86,44.88,1176
Clifford Robinson,Jazz,50.45,1211.0,22.77,7.12,14.89,47.81,2655
Byron Irvin,Jazz,51.55,1049.4,22.94,5.6,12.39,45.18,2228
Roberto Brunamonti,Jazz,58.26,662.52,14.75,4.14,8.07,51.32,2188
Willie Anderson,Jazz,20.0,5.0,21.15,0.06,0.64,9.67,22
Leon Wood,Jazz,56.6,962.88,17.95,8.41,15.31,54.95,2881
Anthony Taylor,Jazz,54.27,221.12,20.99,1.54,3.26,47.18,558
Zan Tabak,Warriors,50.11,1144.4,21.96,6.31,12.22,51.66,2358
Matt Fish,Warriors,47.07,483.32,15.68,2.79,6.13,45.56,1469
Danny Manning,Warriors,50.0,1966.96,33.44,10.69,22.37,47.8,2801
Doug Smith,Warriors,49.15,639.84,23.82,3.51,6.86,51.17,1226
Terry Catledge,Warriors,50.65,525.16,16.3,3.03,6.22,48.82,1556
Armen Gilliam,Warriors,46.79,636.92,15.01,4.05,9.2,43.99,2084
Chris King,Warriors,41.61,56.48,8.95,1.28,3.12,40.84,358
A.J. English,Warriors,55.63,656.16,15.51,4.97,9.62,51.65,2067
Dell Curry,Warriors,50.4,135.92,12.21,2.68,6.07,44.11,547
Lucious Harris,Warriors,46.83,306.44,11.66,1.7,4.02,42.38,1349
Kevin Johnson,Warriors,51.86,1119.28,20.68,10.12,18.85,53.71,2871
Michael Adams,Warriors,51.92,415.04,21.32,3.15,6.49,48.56,1068
Dwayne Schintzius,Clippers,47.65,846.76,17.29,4.76,10.14,46.93,2397
Rony Seikaly,Clippers,44.36,670.6,21.52,3.38,8.12,41.64,1564
Elmore Spencer,Clippers,53.84,29.72,16.11,1.52,2.92,52.14,89
Shawn Kemp,Clippers,49.57,1601.68,30.62,8.98,18.65,48.14,2512
Bill Garnett,Clippers,47.9,723.32,26.31,4.29,9.21,46.57,1340
Billy Owens,Clippers,52.11,926.88,18.93,5.55,11.94,46.5,2457
Len Bias,Clippers,57.58,603.52,20.98,4.02,7.93,50.71,1497
Reggie Miller,Clippers,51.14,606.2,12.35,3.55,7.78,45.58,2455
Steve Ray,Clippers,0.0,1.0,21.74,0.0,0.73,0.0,2
Jim Brogan,Clippers,53.93,1376.88,20.12,10.51,18.64,56.41,3267
Greg Anthony,Clippers,52.89,334.64,12.39,2.2,4.82,45.57,1384
Avery Johnson,Clippers,40.37,96.6,15.95,1.37,3.13,43.9,335
Nick Van Exel,Clippers,50.94,148.2,20.39,2.04,4.44,45.94,431
Brad Sellers,Lakers,50.87,598.6,24.32,4.74,8.96,52.97,1184
Alonzo Mourning,Lakers,49.37,972.28,24.2,7.62,16.21,47.01,2018
Oliver Miller,Lakers,48.91,403.8,15.45,2.81,6.3,44.52,1424
Jon Koncak,Lakers,49.43,814.28,19.88,4.53,9.34,48.46,1959
Adam Keefe,Lakers,49.21,1239.6,25.66,6.52,13.77,47.39,2264
Derrick Chievous,Lakers,53.46,19.64,17.24,1.07,2.24,47.76,48
Rodney Rogers,Lakers,51.96,829.52,16.07,4.78,10.35,46.19,2588
Michael Ansley,Lakers,53.14,248.4,15.32,1.61,3.21,50.21,844
Bryon Russell,Lakers,49.46,188.04,14.5,1.47,3.69,39.7,709
Larry Bird,Lakers,50.55,184.96,15.95,2.6,5.96,43.57,559
Stefano Rusconi,Lakers,57.48,109.6,22.81,4.25,7.95,53.45,224
Doug Christie,Lakers,50.16,783.56,22.09,5.12,11.3,45.29,2004
Bryant Stith,Lakers,35.87,44.6,13.42,2.03,4.98,40.79,158
Chris Whitney,Lakers,46.03,184.68,17.14,3.22,7.94,40.55,721
James Robinson,Lakers,44.18,35.08,18.58,2.04,5.89,34.61,136
Bill Wingate,Trailblazers,38.19,19.64,23.72,0.86,2.27,37.98,52
Dean Hart,Trailblazers,46.04,498.44,22.0,2.5,5.48,45.52,1065
Charles Barkley,Trailblazers,49.56,1118.84,22.06,7.06,15.05,46.96,2568
Kevin Duckworth,Trailblazers,46.98,1181.36,20.28,6.36,14.03,45.38,2844
Larry Johnson,Trailblazers,52.23,1120.92,20.18,7.59,14.12,53.76,2707
Randolph Keys,Trailblazers,55.26,102.24,16.97,1.68,3.21,52.4,330
Clyde Drexler,Trailblazers,50.75,1393.16,22.6,8.25,16.97,48.62,3009
Freddie Banks,Trailblazers,43.6,6.88,17.8,0.57,1.53,36.93,24
Chris Smith,Trailblazers,51.59,92.08,14.18,3.46,6.35,54.43,311
Steve McDyess,Trailblazers,59.85,170.44,17.75,3.3,6.97,47.32,545
Gary Payton,Trailblazers,51.45,799.88,18.94,8.86,16.9,52.41,2251
Dana Barros,Trailblazers,53.28,215.84,15.54,1.9,4.56,41.57,817
Scott Haskin,Kings,50.35,1090.44,25.08,6.39,13.03,49.03,2037
Chuck Nevitt,Kings,49.74,296.56,7.31,1.83,4.37,41.75,2205
Matt Geiger,Kings,45.08,400.36,14.62,2.49,5.99,41.62,1426
Thomas Jordan,Kings,51.02,499.84,13.68,3.16,6.84,46.27,1921
Corie Blount,Kings,40.54,53.04,15.85,1.21,2.81,43.17,136
P.J. Brown,Kings,64.36,29.52,15.69,1.31,2.96,44.18,125
Chris Gatling,Kings,54.15,1722.96,29.54,9.72,19.56,49.68,2723
Kenny Payne,Kings,54.07,507.72,15.69,2.9,5.86,49.38,1522
Conrad McRae,Kings,61.48,4.88,13.43,0.43,0.64,67.16,14
Griffin McAdoo,Kings,56.65,1285.16,22.4,7.99,16.65,48.01,2870
Lamont Strothers,Kings,39.72,18.88,16.8,0.95,1.98,47.96,55
David Rivers,Kings,52.68,818.12,21.71,7.06,14.21,49.68,2158
Bobby Hurley,Kings,45.15,745.24,20.74,5.22,11.63,44.86,1944
Ennis Whatley,Kings,36.87,99.0,20.48,1.12,3.09,36.11,292
Kevin Willis,SuperSonics,47.06,739.56,14.68,4.38,9.63,45.45,2665
Christian Laettner,SuperSonics,50.33,1021.24,23.44,5.86,12.83,45.67,2223
