Player,team,TS%,TSA,Usage,Scoring Possessions,Possessions,Floor Percentage,MIN_player
Danny Vranes,Magic,40.56,34.52,11.99,1.1,2.26,48.77,127
Reggie Williams,Magic,53.35,400.16,15.45,4.34,9.28,46.78,1339
Vinny Del Negro,Magic,54.38,184.8,14.84,2.44,5.32,45.91,658
Pooh Richardson,Magic,50.84,729.68,23.89,10.2,19.67,51.87,1566
Rob Williams,Magic,48.81,224.32,23.4,3.56,7.19,49.55,546
Vlade Divac,76ers,47.58,183.92,14.15,2.94,6.09,48.21,648
Mike Gminski,76ers,48.35,468.48,23.48,6.61,13.35,49.53,946
Alan Ogg,76ers,45.97,22.84,31.97,2.62,5.42,48.3,38
Roy Tarpley,76ers,53.36,601.56,27.59,8.93,17.13,52.12,1041
Stefano Rusconi,76ers,51.43,239.16,22.58,3.47,7.07,49.11,520
Chris Morris,76ers,59.84,325.04,17.67,5.51,11.95,46.09,1041
Harvey Grant,76ers,56.62,22.96,10.36,1.48,2.86,51.77,86
Terry Catledge,76ers,46.75,231.04,20.37,3.09,6.65,46.41,558
Winston Bennett,76ers,43.81,36.52,24.86,1.83,5.34,34.33,102
Eddie Johnson (SG),76ers,48.88,334.52,16.8,5.79,11.83,49.0,1042
Jeff Lebo,76ers,42.71,273.96,18.3,4.04,9.18,44.01,763
A.J. Wydner,76ers,46.5,262.36,17.37,4.27,10.07,42.39,867
Moses Malone,Raptors,55.52,1073.48,38.51,14.27,26.37,54.11,1356
Bill Wennington,Raptors,44.46,58.48,21.25,1.51,3.4,44.43,113
John Shasky,Raptors,46.15,310.96,16.41,3.71,8.07,45.96,936
Alec Kessler,Raptors,58.48,580.52,25.18,8.09,14.47,55.92,1131
Frank Kornet,Raptors,55.03,567.84,23.05,7.16,13.44,53.27,1170
Jud Buechler,Raptors,53.88,27.84,15.08,0.74,1.41,52.93,87
John Garris,Raptors,47.27,263.4,18.51,3.15,6.48,48.66,682
Jim Spanarkel,Raptors,52.8,245.28,12.03,3.75,7.5,50.06,1128
Tate George,Raptors,45.22,27.64,12.94,1.99,4.1,48.63,101
Jonathan Longley,Raptors,52.56,195.0,10.35,3.6,7.38,48.75,1097
Kelvin Ransey,Raptors,43.46,219.76,12.59,5.88,11.48,51.19,965
Norm Nixon,Raptors,47.03,68.04,12.16,1.68,3.31,50.63,358
Sam Bowie,Hawks,51.45,649.16,24.72,7.59,15.73,48.24,1348
Joe Wolf,Hawks,60.76,5.76,19.69,0.85,2.49,34.02,23
Wayman Tisdale,Hawks,49.64,527.8,21.06,5.81,12.29,47.3,1262
Anthony Mason,Hawks,49.9,450.92,20.24,4.93,10.29,47.86,1110
Dino Radja,Hawks,40.18,121.96,16.98,1.28,3.19,40.13,390
Chuck Person,Hawks,54.91,517.2,22.97,5.79,12.78,45.34,1200
Kenny Payne,Hawks,53.94,245.64,11.31,2.62,5.68,46.23,1102
Trent Tucker,Hawks,57.43,798.36,24.75,9.55,17.56,54.36,1516
Willie Burton,Hawks,46.02,93.44,12.44,0.97,2.01,48.08,347
Mahmoud Abdul-Rauf,Hawks,50.7,194.28,17.21,3.01,5.41,55.65,565
Winston Garland,Hawks,51.13,490.92,17.69,7.4,14.71,50.3,1509
Rik Smits,Hornets,46.9,748.36,30.01,9.09,19.26,47.21,1188
Danny Ferry,Hornets,50.63,654.8,27.53,8.43,18.0,46.84,1197
Tony Massenburg,Hornets,78.83,4.44,22.25,1.41,2.22,63.36,12
David Greenwood,Hornets,52.31,126.16,30.94,1.73,3.38,51.07,213
Brian Rowsom,Hornets,49.02,307.0,19.8,4.17,8.45,49.32,757
John Williams,Hornets,0.0,1.0,7.0,0.12,0.37,33.64,4
George McCloud,Hornets,48.22,187.68,10.7,2.33,4.86,47.96,807
Dennis Hopson,Hornets,51.79,198.88,15.1,2.69,5.92,45.44,772
Reggie Lewis,Hornets,48.41,439.96,20.55,6.32,13.79,45.8,1140
Bo Kimble,Hornets,41.88,149.24,12.92,2.01,5.01,40.1,600
Michael Adams,Hornets,51.87,207.24,17.27,4.5,8.75,51.43,681
Tony White,Hornets,67.57,8.88,13.9,1.65,2.31,71.29,26
Rumeal Robinson,Hornets,52.66,244.04,16.25,5.14,11.0,46.76,957
Ennis Whatley,Hornets,46.3,11.88,15.26,0.99,3.32,29.7,71
Bill Laimbeer,Bulls,45.02,584.24,18.89,5.66,12.51,45.27,1521
Chris Dudley,Bulls,32.12,99.64,14.65,0.87,2.47,35.08,348
Greg Cadillac Anderson,Bulls,51.09,938.52,31.3,9.39,18.23,51.5,1382
John Salley,Bulls,49.51,436.28,22.35,4.74,10.18,46.6,982
Cliff Robinson,Bulls,52.01,446.08,15.09,5.23,10.84,48.26,1563
Reggie Turner,Bulls,46.03,48.88,11.84,0.5,1.39,35.81,241
Quintin Dailey,Bulls,50.38,512.08,17.1,5.66,11.96,47.29,1531
Shelton Jones,Bulls,57.41,460.76,24.21,5.45,9.84,55.37,927
Isiah Thomas,Bulls,58.11,485.28,21.44,10.82,20.23,53.47,1294
John Paxson,Bulls,56.66,200.32,14.85,3.48,6.09,57.17,763
Lester Conner,Bulls,53.93,15.76,8.61,1.23,2.55,48.28,70
Hakeem Olajuwon,Cavaliers,52.46,989.36,32.66,10.72,20.79,51.54,1499
Patrick Ewing,Cavaliers,47.96,576.48,27.93,5.55,12.97,42.81,1096
Steve Johnson,Cavaliers,48.17,796.16,26.74,7.87,17.3,45.5,1501
Ed Pinckney,Cavaliers,39.06,89.6,19.84,0.95,2.43,39.09,233
Bernard King,Cavaliers,53.96,315.04,17.12,3.54,7.0,50.53,951
Henry James,Cavaliers,46.2,117.96,12.97,1.43,3.13,45.79,480
Henry James,Nuggets,46.2,117.96,12.97,1.43,3.13,45.79,480
Ken Barlow,Cavaliers,56.37,588.92,23.14,6.45,12.01,53.72,1233
Dallas Comegys,Cavaliers,51.78,6.76,21.92,0.59,1.05,56.43,18
Dudley Bradley,Cavaliers,49.55,240.16,9.37,3.55,6.94,51.19,1352
Dee Brown,Cavaliers,54.76,231.0,15.69,2.65,5.06,52.35,767
Otis Smith,Cavaliers,37.88,11.88,13.43,0.65,1.57,41.62,48
Derek Harper,Cavaliers,48.8,322.72,11.72,6.1,11.35,53.74,1619
Brad Davis,Cavaliers,45.33,112.52,12.09,1.83,3.6,50.84,546
Eric Leckner,Pistons,50.38,476.4,21.56,6.12,12.57,48.72,1108
Tim McCormick,Pistons,46.64,465.24,23.29,4.85,10.48,46.32,986
Felton Spencer,Pistons,37.07,52.6,16.62,1.24,2.75,45.12,117
Karl Malone,Pistons,49.85,612.88,24.98,7.16,15.79,45.31,1308
Terry Cummings,Pistons,51.72,215.6,17.43,2.61,6.04,43.23,726
Terry Mills,Pistons,45.14,43.2,10.73,0.49,1.14,43.23,222
Orlando Woolridge,Pistons,51.36,482.84,17.45,5.71,10.94,52.19,1327
Reggie Theus,Pistons,50.37,804.0,26.34,9.92,19.86,49.96,1556
Dan Majerle,Pistons,59.14,68.48,9.2,0.93,1.72,54.28,374
Tim Hardaway,Pistons,64.27,100.36,13.05,2.23,4.49,49.72,553
Nate McMillan,Pistons,54.35,359.72,16.3,7.03,13.37,52.55,1377
David Robinson,Pacers,52.97,1010.0,32.84,11.61,22.57,51.42,1549
Jack Sikma,Pacers,53.89,331.24,24.13,5.15,9.84,52.3,715
Randy Breuer,Pacers,37.33,159.4,21.03,1.61,4.31,37.37,412
Loy Vaught,Pacers,49.79,660.8,24.61,7.6,15.07,50.4,1332
Larry Micheaux,Pacers,34.94,12.88,15.73,0.56,1.59,35.5,30
Derrick Chievous,Pacers,50.82,292.2,15.32,3.8,8.44,44.99,1132
Sean Higgins,Pacers,59.34,464.24,21.91,5.62,10.49,53.58,1087
Bryan Buckner,Pacers,100.0,1.0,17.77,0.73,1.73,42.11,5
Kiki Vandeweghe,Pacers,60.58,141.96,8.18,2.12,3.66,57.93,782
Byron Irvin,Pacers,41.96,22.64,13.3,0.45,1.07,42.19,78
Todd Lichti,Pacers,54.77,454.6,18.04,5.95,11.78,50.56,1283
Mark Jackson,Pacers,49.05,283.36,12.09,5.95,11.47,51.91,1517
Dana Barros,Pacers,51.86,36.64,14.49,0.97,2.25,43.04,187
Jon Koncak,Bucks,49.23,577.88,21.06,6.22,13.02,47.8,1386
Gary Leonard,Bucks,45.76,309.24,18.3,3.03,6.61,45.75,834
Doug Roth,Bucks,38.66,3.88,15.75,0.32,1.01,31.72,10
Buck Williams,Bucks,47.32,923.48,30.82,8.52,18.42,46.26,1456
Armen Gilliam,Bucks,49.95,419.4,19.26,4.32,8.86,48.76,1066
Scottie Pippen,Bucks,48.63,396.84,13.19,4.22,8.82,47.88,1498
Kendall Gill,Bucks,49.86,688.92,21.54,6.91,14.74,46.86,1589
Lance Blanks,Bucks,43.97,77.32,14.46,0.69,1.75,39.65,284
Jeff Martin,Bucks,68.03,17.64,20.25,0.97,1.44,66.92,35
Mark Price,Bucks,54.92,321.36,16.47,4.18,9.36,44.71,1133
Mookie Blaylock,Bucks,52.58,527.76,19.36,7.74,15.44,50.14,1561
Brad Daugherty,Bullets,50.52,884.8,35.44,10.35,20.74,49.89,1250
Andrew Lang,Bullets,41.0,234.16,17.98,2.27,5.64,40.26,660
Rick Mahorn,Bullets,50.0,4.0,29.49,0.51,1.0,51.1,10
Anthony Bonner,Bullets,45.29,434.96,17.78,4.61,10.39,44.34,1264
Tyrone Hill,Bullets,41.56,151.6,12.36,1.49,3.87,38.58,659
Stanley Brundy,Bullets,44.29,133.2,12.97,1.41,3.42,41.27,547
Mitch Richmond,Bullets,53.38,651.04,25.05,7.95,17.19,46.28,1406
Sam Mitchell,Bullets,48.64,328.92,15.14,4.89,10.63,46.07,1181
Terence Stansbury,Bullets,53.31,91.92,7.56,1.14,2.48,45.8,699
Keith Smart,Bullets,90.0,5.0,23.34,1.77,2.63,67.15,12
Muggsy Bogues,Bullets,41.7,472.44,21.16,7.01,16.47,42.58,1327
Dwayne Washington,Bullets,49.19,201.24,18.92,2.75,5.83,47.2,584
Ed Unseld,Mavericks,41.72,251.68,17.75,1.98,4.8,41.33,689
Hot Rod Williams,Mavericks,49.64,738.32,23.15,7.04,14.55,48.36,1578
Antonio Davis,Mavericks,48.8,221.32,21.9,3.83,8.14,47.12,505
Bill Garnett,Mavericks,44.11,728.88,26.32,6.64,14.76,44.99,1415
Anthony Teachey,Mavericks,42.1,228.04,16.52,2.0,5.01,39.95,723
Mike Mitchell,Mavericks,46.16,320.64,14.68,3.06,6.83,44.73,1101
Sylvester Gray,Mavericks,51.43,264.44,14.91,3.24,6.88,47.05,905
Jim Lampley,Mavericks,37.53,38.64,28.75,1.25,3.42,36.5,80
Caleb Bogues,Mavericks,49.93,243.32,15.41,2.35,5.57,42.15,843
Doug West,Mavericks,47.73,531.12,19.51,5.24,11.71,44.74,1432
Lafayette Lever,Mavericks,50.59,795.6,22.09,10.67,18.96,56.26,1812
Stan Kimbrough,Mavericks,46.4,106.68,16.38,1.41,3.39,41.42,432
William Bedford,Nuggets,48.11,306.6,14.48,4.0,9.09,43.94,1203
Tim Kempton,Nuggets,50.68,179.56,13.58,2.63,5.55,47.42,716
Dean Garrett,Nuggets,47.95,76.12,29.74,1.79,3.71,48.14,135
Charles Barkley,Nuggets,44.81,775.48,27.56,8.54,19.01,44.93,1416
Keith Lee,Nuggets,46.09,228.88,22.54,2.69,6.29,42.78,562
Terry Davis,Nuggets,100.0,1.0,8.74,0.69,0.69,100.0,5
Larry Bird,Nuggets,47.6,643.84,27.19,7.6,17.45,43.54,1295
Tim Perry,Nuggets,0.0,1.0,23.26,0.0,0.36,0.0,4
Nick Anderson,Nuggets,55.32,385.0,16.67,5.14,11.36,45.22,1333
John Stockton,Nuggets,56.2,518.72,20.49,9.55,17.72,53.91,1469
Kelvin Upshaw,Nuggets,48.87,72.64,14.97,1.28,2.78,45.95,317
Olden Polynice,Rockets,46.94,409.04,19.08,5.07,10.72,47.23,1050
Cole Heinsohn,Rockets,40.97,211.12,18.73,2.38,6.92,34.44,685
Elijah Cooper,Rockets,46.3,8.64,14.3,0.45,1.04,43.09,40
Horace Grant,Rockets,45.57,574.96,25.35,6.67,14.63,45.58,1100
Greg Foster,Rockets,42.2,267.8,20.68,2.95,6.95,42.45,630
Gary Voce,Rockets,53.85,13.0,9.97,0.69,1.27,54.41,57
Brian Spencer,Rockets,47.61,302.44,16.1,3.92,8.64,45.35,988
Nolan Diaz-Miguel,Rockets,43.91,159.4,10.54,1.88,4.56,41.32,788
Tim Legler,Rockets,48.72,273.0,14.55,3.07,7.29,42.11,961
Tim Fleisher,Rockets,50.0,111.0,8.44,1.56,4.03,38.68,844
Gary Payton,Rockets,50.56,681.4,30.01,10.81,22.7,47.62,1283
Tony Harris,Rockets,45.02,281.0,33.67,3.64,9.04,40.29,460
Steve Stipanovich,Timberwolves,53.56,560.08,22.95,7.02,13.09,53.61,1188
Chuck Nevitt,Timberwolves,45.43,100.16,6.56,1.13,2.58,43.89,793
Charles Smith,Timberwolves,52.29,867.32,29.24,10.39,20.23,51.36,1452
Mark McNamara,Timberwolves,44.97,246.84,14.49,3.41,7.97,42.83,886
Jerrod Mustaf,Timberwolves,51.66,132.6,15.66,3.07,6.03,50.81,427
Derek Strong,Timberwolves,40.73,67.52,17.89,1.77,4.08,43.34,189
Rodney McCray,Timberwolves,49.11,96.72,19.19,3.01,6.24,48.24,310
Tony Campbell,Timberwolves,57.17,103.2,19.94,3.94,8.02,49.1,286
Clyde Drexler,Timberwolves,51.41,702.16,24.18,8.23,17.05,48.3,1460
Sarunas Marciulionis,Timberwolves,55.28,273.16,19.89,3.76,8.0,46.97,692
Phil Henderson,Timberwolves,47.65,72.4,17.1,1.12,2.33,48.12,191
David Wingate,Timberwolves,57.14,7.0,10.24,1.21,2.94,41.12,42
Anthony Taylor,Timberwolves,48.98,290.92,18.04,4.49,9.86,45.56,963
Steve Alford,Timberwolves,54.97,361.08,18.68,5.8,11.28,51.43,1055
Bill Cartwright,Suns,48.01,337.4,22.72,3.92,8.25,47.6,710
Benoit Benjamin,Suns,50.88,229.96,14.78,3.73,8.58,43.46,885
Mark Eaton,Suns,44.84,254.24,11.94,3.39,8.2,41.37,1232
Scott Williams,Suns,42.37,28.32,15.02,1.36,3.22,42.27,110
Luke Chen,Suns,23.7,33.76,15.06,0.85,3.02,28.23,133
Derrick Coleman,Suns,54.49,189.96,14.82,3.05,5.87,51.95,599
Sean Elliott,Suns,49.22,802.6,29.19,8.72,19.23,45.33,1348
Dennis Scott,Suns,55.16,403.4,19.09,5.52,11.98,46.06,1143
Mario Gress,Suns,56.83,282.44,23.3,3.8,8.06,47.21,637
Rex Chapman,Suns,57.99,150.88,14.28,2.1,4.25,49.29,529
Steve Bardo,Suns,75.0,2.0,22.68,0.76,1.49,51.13,4
Steve Harris,Suns,16.67,6.0,11.57,0.49,1.4,34.71,19
Kenny Smith,Suns,52.98,616.28,23.0,10.21,19.12,53.39,1361
Larry Drew,Suns,49.58,169.44,20.07,2.66,5.33,49.94,460
Alton Lister,Spurs,47.07,450.36,19.31,5.25,12.4,42.35,1207
Greg Butler,Spurs,45.21,169.2,14.57,2.03,4.56,44.57,567
Tito Horford,Spurs,40.98,148.84,13.66,1.76,4.19,42.07,527
Melvin Turpin,Spurs,47.97,512.84,21.5,6.57,14.39,45.65,1233
Jerome Lane,Spurs,62.5,19.2,24.03,0.97,1.8,53.98,47
James Worthy,Spurs,55.78,437.44,16.92,6.13,11.08,55.34,1181
Lionel Simmons,Spurs,42.42,133.2,11.57,1.42,3.5,40.59,574
Hersey Hawkins,Spurs,56.52,772.28,25.88,9.87,19.52,50.54,1446
Griffin McAdoo,Spurs,56.82,0.88,6.31,0.25,0.4,62.5,4
Kevin Johnson,Spurs,51.64,665.16,23.88,11.54,22.08,52.29,1475
B.J. Armstrong,Spurs,47.67,184.6,16.81,2.56,6.05,42.26,618
Arvydas Sabonis,Jazz,46.64,545.64,21.89,6.72,14.75,45.59,1282
Steve Scheffler,Jazz,49.22,115.8,22.55,2.53,5.12,49.36,249
Michael Cage,Jazz,55.7,377.0,20.01,5.08,9.85,51.6,975
Fennis Dembo,Jazz,46.03,61.92,24.17,4.17,10.43,39.93,129
Kenny Williams,Jazz,52.15,177.36,11.8,2.22,4.47,49.58,752
Randolph Keys,Jazz,53.92,321.76,16.33,4.03,8.27,48.7,1011
Clifford Robinson,Jazz,51.44,93.32,19.4,1.35,2.8,48.02,234
Samuel Abdul-Wahad,Jazz,54.36,291.6,12.97,3.57,8.0,44.62,1195
Roberto Brunamonti,Jazz,57.88,692.8,22.91,8.9,17.49,50.87,1490
Leon Wood,Jazz,51.55,674.16,25.02,10.45,21.03,49.69,1449
Scott Skiles,Jazz,54.61,131.84,20.48,2.33,4.52,51.63,371
Byron Dinkins,Jazz,33.78,4.44,19.9,1.68,3.77,44.53,10
Bill Wingate,Warriors,49.15,281.8,14.64,4.27,8.89,47.98,935
Walter Palmer,Warriors,38.27,114.96,13.85,2.77,6.8,40.75,436
Danny Manning,Warriors,56.29,652.0,30.81,8.62,16.74,51.48,1023
Orlando Graham,Warriors,47.88,209.88,11.86,2.78,6.49,42.91,988
Michael Ansley,Warriors,47.24,147.12,12.73,1.87,3.8,49.2,525
Kevin McHale,Warriors,47.07,295.32,20.88,5.52,12.09,45.68,676
Brian Quinnett,Warriors,52.67,394.88,20.33,4.64,9.69,47.84,901
A.J. English,Warriors,52.24,489.12,24.84,6.1,11.76,51.91,902
Dell Curry,Warriors,58.84,226.04,18.0,5.56,11.71,47.49,675
Mike Morrison,Warriors,55.03,69.96,12.96,2.17,4.15,52.29,257
Jon Sundvold,Warriors,55.93,529.28,21.66,8.9,16.27,54.68,1215
Carson Nichols,Warriors,49.35,123.6,22.29,2.67,5.56,48.04,284
Travis Mays,Warriors,47.84,155.72,25.66,7.91,16.91,46.77,330
Rony Seikaly,Clippers,46.62,540.56,25.01,6.3,14.06,44.78,1047
Will Perdue,Clippers,44.21,235.24,13.83,2.48,5.51,45.01,839
Dwayne Schintzius,Clippers,50.72,16.76,15.65,0.82,1.95,41.91,51
Shawn Kemp,Clippers,48.17,672.56,26.27,7.64,16.12,47.39,1284
Charles Oakley,Clippers,46.37,177.92,16.17,2.1,5.02,41.84,614
Michael Brooks,Clippers,45.27,451.72,16.36,5.18,11.47,45.15,1411
Len Bias,Clippers,46.44,151.8,17.25,1.83,4.4,41.48,501
Reggie Miller,Clippers,46.84,476.04,19.46,5.5,12.97,42.37,1249
Jeff Malone,Clippers,49.7,198.2,16.38,2.37,5.37,44.04,669
Jim Brogan,Clippers,50.32,642.92,22.63,9.98,19.12,52.18,1416
Darrell Walker,Clippers,49.02,182.56,20.54,2.71,5.85,46.4,514
Jamie Benshoof,Lakers,52.65,231.72,14.96,5.09,9.28,54.81,834
Jose Vargas,Lakers,25.89,13.52,19.5,1.15,3.15,36.56,36
Larry Smith,Lakers,46.86,630.6,29.54,7.78,16.79,46.31,1129
Kenny Gattison,Lakers,41.84,345.36,20.1,3.61,9.32,38.75,945
Eddie Lee Wilkins,Lakers,45.19,179.24,18.76,3.84,9.09,42.23,459
Micheal Ray Richardson,Lakers,54.15,359.16,28.97,8.71,17.29,50.36,662
Sergio Gruenig,Lakers,38.12,158.72,15.44,1.69,4.69,36.01,580
Toni Kukoc,Lakers,54.05,367.28,17.75,5.15,10.49,49.09,1171
Nikos Galis,Lakers,50.62,243.0,21.45,3.13,6.75,46.32,655
Devin Durrant,Lakers,52.71,465.76,21.59,5.43,11.81,45.98,1202
Phil Ford,Lakers,,0.0,0.0,0.0,0.0,,7
Danny Ainge,Lakers,50.29,278.36,13.36,5.21,11.3,46.07,1423
Darryl Johnson,Lakers,50.38,47.64,10.12,0.88,1.74,50.71,264
LaSalle Thompson,Trailblazers,48.59,287.12,15.28,3.91,8.71,44.91,1025
Jessie Samake,Trailblazers,60.88,89.52,9.57,1.47,2.67,55.14,501
Pervis Ellison,Trailblazers,45.89,382.44,19.04,4.45,10.5,42.4,1057
Dennis Rodman,Trailblazers,48.81,205.92,11.3,2.86,6.42,44.55,1048
Johnny Rogers,Trailblazers,61.48,4.88,26.6,0.85,1.3,65.3,16
Chris Mullin,Trailblazers,53.26,321.08,14.84,4.36,9.38,46.54,1160
Landon Mihalik,Trailblazers,49.59,137.12,11.16,1.73,3.9,44.39,675
Alaa Abdelnaby,Trailblazers,78.83,4.44,18.34,1.11,1.32,84.09,11
Michael Jordan,Trailblazers,58.61,1094.6,36.32,14.38,27.23,52.81,1492
Joe Dumars,Trailblazers,53.7,319.36,17.82,4.96,9.92,50.06,972
Steve Kerr,Trailblazers,56.78,471.12,22.58,7.06,14.82,47.62,1164
David Rivers,Trailblazers,64.0,25.0,28.17,1.46,2.42,60.34,46
Christian Welp,Kings,47.58,464.44,19.38,5.07,10.55,48.07,1210
Chris Washburn,Kings,42.9,286.72,18.69,2.79,6.72,41.51,774
Mark Alarie,Kings,47.45,713.36,25.13,7.8,15.96,48.89,1403
Sam Perkins,Kings,55.64,740.52,25.99,9.46,18.49,51.18,1502
Rob Lock,Kings,,0.0,0.0,0.0,0.0,,1
Jayson Williams,Kings,54.36,286.08,22.11,3.31,6.17,53.64,628
Thomas Jordan,Kings,73.53,31.28,28.16,2.1,3.17,66.4,70
Rickie Winslow,Kings,37.63,42.52,10.89,0.87,2.54,34.03,226
Calvin Duncan,Kings,50.87,521.88,23.07,6.22,13.38,46.48,1189
Keith Edmonson,Kings,51.79,305.08,18.79,3.73,7.27,51.32,824
Ricky Berry,Kings,47.49,32.64,16.27,0.77,1.71,45.09,112
Haywoode Workman,Kings,51.83,250.8,12.49,5.04,10.01,50.35,1291
Kevin Pritchard,Kings,44.61,165.88,13.54,2.44,5.57,43.89,766
Lester Fonville,SuperSonics,42.42,451.4,21.78,5.43,13.28,40.86,1126
Dave Feitl,SuperSonics,45.89,238.64,23.82,3.0,6.25,48.07,488
Kevin Willis,SuperSonics,49.15,271.64,14.5,4.03,8.52,47.35,984
Chucky Brown,SuperSonics,51.76,142.0,15.84,1.86,3.94,47.21,476
Larry Nance,SuperSonics,50.79,566.04,24.85,7.73,16.38,47.21,1204
Jack Haley,SuperSonics,54.93,378.64,24.67,5.35,9.45,56.66,744
Randy White,SuperSonics,50.07,188.72,16.53,2.38,5.26,45.22,587
Darrell Griffith,SuperSonics,56.09,609.76,31.46,11.85,22.59,52.43,970
John Starks,SuperSonics,52.3,131.92,11.26,2.13,4.55,46.72,631
Bob Wilkerson,SuperSonics,39.41,85.0,10.69,1.74,3.53,49.36,483
Johnny Dawkins,SuperSonics,48.81,295.04,14.44,5.86,11.88,49.29,1245
Sherman Douglas,SuperSonics,40.91,11.0,15.09,0.56,1.49,37.22,46
Ralph Sampson,Grizzlies,54.15,683.28,29.31,10.37,19.66,52.73,1134
Brad Sellers,Grizzlies,46.18,533.8,19.41,5.49,11.78,46.62,1279
Les Jepsen,Grizzlies,44.67,334.64,18.16,3.56,7.97,44.6,881
Manute Bol,Grizzlies,46.86,258.2,19.5,2.93,6.09,48.15,615
Abdul Shamsid-Deen,Grizzlies,55.59,33.28,18.33,2.69,5.37,50.03,101
Dominique Wilkins,Grizzlies,53.2,491.52,17.75,7.03,13.37,52.54,1347
Marcus Liberty,Grizzlies,53.33,168.76,16.03,2.25,4.55,49.49,548
Grant Long,Grizzlies,51.17,54.72,14.91,2.86,5.77,49.61,165
Cedric Maxwell,Grizzlies,45.96,27.2,16.46,0.83,2.44,34.25,140
